"RAL Code","RAL Name","Description","Usage Tags","Mood Tags"
"RAL 2007","Luminous bright orange","RAL 2007 {0} ist das am stärksten wahrnehmbare Orange der Kollektion, optimiert für Erkennung aus großen Entfernungen. Es ist eine fluoreszierende Mischung, die visuell fast vibriert. Sein Einsatz ist rein funktional – denken Sie an Warnwesten im Straßenbau oder Notbeschilderungen. Es vermittelt sofortige Vorsicht und Erkennbarkeit. Auch wenn man es nicht im Einrichtungskatalog findet, ist es der Held der Baustelle und der Rettungszone. Eine technische, dringliche Farbe, die in kritischen Situationen schlicht unmissverständlich ist.","EMERGENCY_SIGNAGE, SAFETY_GEAR, INDUSTRIAL, CONSTRUCTION, TRAFFIC_CONTROL","HIGH_VISIBILITY, URGENT, BOLD, TECHNICAL, FLUORESCENT"
"RAL 2008","Bright red orange","RAL 2008 {0} ist ein feuriges, energiegeladenes Orange mit einem kraftvollen Herz aus Rot, fast wie glühende Lava. Es wirkt weniger hart als ein reines Rot, ist aber dominanter als ein Standard-Orange und besetzt die Nische der aktiven Macht. Eine brillante Wahl für modernes Produktdesign und Sportmarken, die Dynamik signalisieren wollen. Es fühlt sich heiß und schnell an – ideal für alles, was entschlossen und voller Tatendrang wirken soll. Es hebt sich perfekt von industriellem Grau ab und bringt einen modernen, feurigen Funken in eine statische Welt.","PRODUCT_DESIGN, SPORTS, SIGNAGE, BRANDING, LOGISTICS","BOLD, FIERY, ENERGETIC, EXPRESSIVE, MODERN"
"RAL 2009","Traffic orange","RAL 2009 {0} ist der funktionale Held unserer Stadtstraßen. Als standardisiertes, ausgewogenes Orange wurde es speziell für Klarheit in hektischen Umgebungen entwickelt – denken Sie an Leitkegel und Straßenschilder. Es wirkt vertraut und autoritär, ohne bedrohlich zu sein. Es vermittelt Effizienz, Instandhaltung und bürgerliche Pflicht. In der Architektur ist es ein tolles Werkzeug für Leitsysteme, da das Auge es sofort erkennt. Es steht für operative Aktivität und Ordnung und behält seine Identität unter jedem Licht bei.","TRANSPORTATION, SAFETY_SIGNAGE, INFRASTRUCTURE, MUNICIPAL_VEHICLES, WAYFINDING","CIVIC, MAINTENANCE, AUTHORITATIVE, OPERATIONAL, RELIABLE"
"RAL 2010","Signal orange","RAL 2010 {0} ist ein starkes, reifes Orange, das etwas ernster und schwerer wirkt als die hellen Signaltöne. Durch seinen leicht gedämpften, bräunlich-grauen Einschlag besitzt es einen robusten, fast mechanischen Charakter. Es wird oft für schwere Technik oder Pipelines genutzt, wo eine Warnung sachlich und standardisiert sein muss. Im Design eignet es sich hervorragend für den Retro-Industrial-Look und harmoniert prächtig mit Anthrazit oder Oliv. Ein Ton, der industrielle Kraft und eine verlässliche, mechanische Stärke verkörpert.","INDUSTRIAL_SAFETY, HEAVY_ENGINEERING, INFRASTRUCTURE, EQUIPMENT, MILITARY","STRONG, WARM, FUNCTIONAL, MATURE, SERIOUS"
"RAL 2011","Deep orange","RAL 2011 {0} ist ein sattes, vollmundiges Orange, das unglaublich anspruchsvoll und warm wirkt. Es besitzt eine goldene, herbstliche Tiefe – denken Sie an einen reifen Kürbis oder einen späten Sonnenuntergang. Es ist weniger aggressiv als Rot-Orange, was es zum Favoriten für hochwertiges Branding und das Revival von Mid-Century-Möbeln macht. Es vermittelt Energie, hat aber ein visuelles Gewicht, das es wertvoll erscheinen lässt. Ob als kuscheliges Textil oder in Hochglanz, es verbindet Lebendigkeit mit einer erdigen Wärme, die einlädt und beeindruckt.","ARCHITECTURE, AUTOMOTIVE, FURNITURE, TEXTILES, BRANDING","RICH, AUTUMNAL, SOPHISTICATED, COZY, ENERGETIC"
"RAL 2012","Salmon orange","RAL 2012 {0} ist ein einzigartiger, sympathischer Ton, der weich und organisch wirkt. Dieses Rosa-Orange ahmt die natürliche Farbe von Korallen nach, was es viel einladender und menschlicher macht als industrielle Orangetöne. Es bringt eine sanfte Lebendigkeit in Räume, ohne sie visuell zu überfordern. Architekten und Designer lieben es für Feature-Walls oder Wellness-Verpackungen, da es eine Atmosphäre schafft, die beruhigend und gleichzeitig belebend ist. Es schließt die Lücke zwischen Orange und Rosa und bietet eine gesunde, schmeichelhafte Wärme.","INTERIOR_DESIGN, WELLNESS, PACKAGING, FASHION, HOSPITALITY","SOFT, WARM, GENTLE, WELCOMING, CHEERFUL"
"RAL 2013","Pearl orange","RAL 2013 {0} ist Orange von seiner luxuriösesten Seite. Es ist ein Metallicton mit Perlglanz-Schimmer, der für unglaubliche Tiefe und Textur sorgt. Je nach Lichteinfall changiert es zwischen feurigem Gold und tiefem Bronze. Man findet es meist an Premium-Fahrzeugen oder High-End-Elektronik, wo Mut auf Raffinesse trifft. Es steht für Innovation und Geschwindigkeit und fühlt sich eher wie ein edles Material an als wie einfache Farbe. Eine mutige, moderne Wahl für alle, die Luxus und Kraft mit einer dynamischen, edlen Kante signalisieren wollen.","AUTOMOTIVE, PRODUCT_DESIGN, LUXURY_GOODS, BRANDING, ELECTRONICS","LUXURIOUS, BOLD, MODERN, RICH, REFINED"
"RAL 2017","RAL orange","RAL 2017 {0} ist das moderne Gesicht der Farbauswahl. Dieser perfekt ausbalancierte, hochchromatische Ton wurde geschaffen, um die RAL-Organisation selbst zu repräsentieren. Er verkörpert Kreativität, Kommunikation und Expertise. Er ist sauber, modern und so optimiert, dass er auf dem Bildschirm genauso gut aussieht wie auf einer echten Oberfläche. Weder zu rot noch zu gelb – er ist das ideale Orange. In der Designausbildung steht er für Klarheit und die Leidenschaft für Präzision. Eine Farbe, die von Fachwissen und moderner Kommunikation spricht.","BRANDING, DESIGN_EDUCATION, COLOR_REFERENCING, CORPORATE_IDENTITY, MARKETING","BALANCED, CHROMATIC, MODERN, EXPERT, COMMUNICATIVE"
"RAL 3000","Flame red","RAL 3000 {0} ist der absolute Klassiker – das unverkennbare Feuerrot. Ein helles, warmes Rot, das für Stärke, Schutz und sofortiges Handeln steht. Es löst bei uns einen natürlichen Impuls aus, weshalb es weltweit der Standard für Feuerlöscher und Rettungsgeräte ist. Es ist entschlossen, heiß und unmöglich zu ignorieren. Als Hauptfarbe für Wände eher selten, ist es als Akzent legendär. Es vermittelt Macht und Leidenschaft und dient als starker Anker, der signalisiert, dass genau hier etwas Wichtiges passiert.","FIRE_EQUIPMENT, AUTOMOTIVE, SIGNAGE, INDUSTRIAL, BRANDING","BOLD, ENERGETIC, CLASSIC, ASSERTIVE, DANGEROUS"
"RAL 3001","Signal red","RAL 3001 {0} ist ein tiefes, sattes Rot, das eine klare Botschaft sendet. Es ist etwas dunkler und geerdeter als Feuerrot, was ihm einen ernsthafteren, autoritären Charakter verleiht. Man findet es im öffentlichen Nahverkehr und in der Arbeitssicherheit, da es unmissverständlich Stop oder Gefahr signalisiert. Im Branding steht es für Stärke und absolute Verlässlichkeit. Es ist ein dichtes Rot, das sich permanent und reaktionsschnell anfühlt. Ideal, wenn ein Ton gefragt ist, der Präzision und industrielle Stärke ausstrahlt.","SAFETY_SIGNAGE, EMERGENCY_SERVICES, INDUSTRIAL_SAFETY, TRANSPORTATION, BRANDING","URGENT, BOLD, FUNCTIONAL, AUTHORITATIVE, INTENSE"
"RAL 3002","Carmine red","RAL 3002 {0} ist ein reiches, tiefes Rot mit einem anspruchsvollen blauen Unterton, ähnlich dem historischen Karmin-Pigment. Es wirkt reifer und weniger aufdringlich als reine Signalfarben, was ihm eine klassische, elegante Note verleiht, die Architekten und Autobauer gleichermaßen lieben. Es vermittelt Tradition und Erbe ohne den Beigeschmack eines Notfalls. Im Sonnenlicht strahlt es tiefrot, im Schatten behält es seine formelle Tiefe. Eine edle Farbe für Fassadendetails oder ein Interieur, das nach einer vornehmen, distanzierten Eleganz sucht.","ARCHITECTURE, AUTOMOTIVE, PRODUCT_DESIGN, CULTURAL, HERITAGE_DESIGN","SOPHISTICATED, REGAL, MATURE, ELEGANT, DEEP"
"RAL 3003","Ruby red","RAL 3003 {0} zeigt Rot von seiner luxuriösesten Seite. Ein dunkler, juwelenähnlicher Ton mit unglaublicher Tiefe und Leidenschaft. Denken Sie an das Schimmern eines echten Edelsteins. Am besten wirkt diese Farbe in einer glänzenden Oberfläche, weshalb sie so beliebt für edle Fahrzeuge und Premium-Marken ist. Im Interieur schafft sie dramatische, intime Räume – perfekt für ein Esszimmer oder eine gemütliche Bar. Sie vermittelt Prestige, Stärke und einen Hauch von Opulenz. Es ist die Farbe der Verführung und des Statements.","AUTOMOTIVE, LUXURY_GOODS, INTERIOR_DESIGN, BRANDING, HOSPITALITY","RICH, BOLD, REFINED, PRESTIGIOUS, DEEP"
"RAL 3004","Purple red","RAL 3004 {0} – oft auch als Burgund oder Bordeaux bezeichnet – ist ein dunkles Rot mit einem vornehmen, violett-schwarzen Kern. Es ist traditionell, konservativ und strahlt eine tiefe Historie und Gravitas aus. Man sieht es oft an Denkmalgeschützten Gebäuden oder Staatskarossen, da es Stabilität und Würde verkörpert. Ein Liebling für Haustüren und Fensterläden, weil es ein reifes, warmes Willkommen bietet. Es ist nüchtern, erdend und zeitlos klassisch – ideal für jedes Design, das auf Tradition und eine ruhige, formelle Eleganz setzt.","HERITAGE_ARCHITECTURE, FRONT_DOORS, RESTORATION, FURNITURE, CULTURAL","TRADITIONAL, CONSERVATIVE, STABLE, DIGNIFIED, MATURE"
"RAL 3005","Wine red","RAL 3005 {0} ist ein tiefdunkles Rot, das sich so reich anfühlt wie ein Glas edler Wein. Mit seinen warmen braun-schwarzen Untertönen vermittelt es Beständigkeit, Stabilität und einen stillen Luxus. Es wirkt intensiv und stimmungsvoll, was es zur brillanten Wahl für Ledermöbel oder schwere Stoffe macht, um eine maskuline Club-Atmosphäre zu schaffen. In der Architektur setzt es markante, grafische Akzente. Es ist ernsthaft und introspektiv und braucht gutes Licht, um sein rotes Herz richtig zu zeigen. Wenn Sie Stabilität und Tiefe suchen, ist dies Ihre Farbe.","FURNITURE, ARCHITECTURE, BRANDING, TEXTILES, CULTURAL","ELEGANT, DEEP, WARM, STABLE, TRADITIONAL"
"RAL 3007","Black red","RAL 3007 {0} ist der mysteriöse Riese der Rot-Familie. Er ist so tief, dass er fast Schwarz berührt, wobei subtile burgunderfarbene Nuancen erst im direkten Licht erwachen. Es ist ein anspruchsvoller, fast gotischer Schatten, der eine weichere, wärmere Alternative zu reinem Schwarz für Metallarbeiten oder Rahmen bietet. Er vermittelt Geheimnis, Autorität und High-End-Eleganz. Man findet ihn in der Avantgarde-Mode und bei luxuriösen Phantom-Editionen von Fahrzeugen. Er suggeriert verborgene Tiefe und eine unterschwellige Macht für dramatisch verfeinerte Designs.","ARCHITECTURE, AUTOMOTIVE, LUXURY_GOODS, EXTERIORS, AVANT_GARDE_DESIGN","DARK, MYSTERIOUS, REFINED, DRAMATIC, FORMAL"
"RAL 3009","Oxide red","RAL 3009 {0} ist ein erdiger, rostähnlicher Ton, der sich ehrlich und unglaublich stark anfühlt. Er ahmt natürliche Pigmente wie Eisenoxid nach, die seit Jahrhunderten zum Schutz von Stahl und Holz genutzt werden. Ein traditionelles Industriestück – denken Sie an Brücken, Seecontainer und klassische skandinavische Holzhäuser. Es vermittelt rustikale Haltbarkeit und industrielles Erbe. Es ist nicht glänzend oder schrill, sondern visuell strukturiert und bodenständig. Im Innendesign ist es toll für einen warmen, ehrlichen Look, der wie fundamentale Stärke in Farbe wirkt.","ARCHITECTURE, INDUSTRIAL, INFRASTRUCTURE, RESTORATION, ROOFING","EARTHY, STRONG, RUSTIC, GROUNDED, NATURAL"
"RAL 3011","Brown red","RAL 3011 {0} ist ein warmes Rot, das sich so stabil anfühlt wie eine Ziegelwand. Es ist etwas heller als Oxidrot, bewahrt aber diesen geerdeten, erdigen Charakter, der es perfekt für Dächer und traditionelle Bauten macht. Es wirkt etabliert und permanent und bietet eine warme Terrakotta-Ästhetik, die in südländischen Designs sehr beliebt ist. Ein tröstliches, solides Rot, das keinen Alarm schlägt, sondern Geborgenheit ausstrahlt. Es harmoniert prächtig mit natürlichen Grüntönen und steht für ein robustes Erbe und eine ruhige, geerdete Eleganz.","ARCHITECTURE, FURNITURE, RESTORATION, INFRASTRUCTURE, INTERIOR_DESIGN","WARM, SUBDUED, CLASSIC, GROUNDED, NEUTRAL"
"RAL 3012","Beige red","RAL 3012 {0} ist ein weiches, beruhigendes Rot mit einem Herz aus Rosa und Beige. Es erinnert an unglasiertes Terrakotta oder ein sehr blasses Lachsrosa. Es ist eine dezente, menschliche Farbe, die in Wellness-Bereichen wunderbar funktioniert, da sie warm und unaufdringlich wirkt. Sie bringt Farbe ins Spiel, ohne zu intensiv zu sein, und schmeichelt jedem Raum unter sanftem Licht. Im Zuhause sorgt sie für Nahbarkeit und Komfort – eine sanfte Wahl, die Weichheit und Wohlbefinden vermittelt und ideal für Räume ist, in denen man sich geborgen fühlen möchte.","HEALTHCARE, WELLNESS, INTERIOR_DESIGN, FURNITURE, HOSPITALITY","SOFT, WARM, FRIENDLY, CALM, FAMILIAR"
"RAL 3013","Tomato red","RAL 3013 {0} ist ein mutiges, lebensfrohes Rot, das so natürlich wirkt wie eine reiche Ernte. Es besitzt einen leicht orange-braunen Unterton, der das Synthetische nimmt und durch eine kulinarische, organische Wärme ersetzt. Ein Liebling für Lebensmittel-Branding und Retro-Küchen, weil es sich heimelig und vital anfühlt. Es vermittelt eine natürliche Reichhaltigkeit und Vertrautheit. Die perfekte Brücke zwischen einem lebhaften Rot und einem stabilen Braun – ideal für eine energetische, aber lockere Atmosphäre, die sowohl positiv als auch appetitanregend wirkt.","BRANDING, PACKAGING, INTERIOR_DESIGN, PRODUCT_DESIGN, RETRO_DESIGN","VIBRANT, FAMILIAR, WARM, ENERGETIC, CASUAL"
"RAL 3014","Antique pink","RAL 3014 {0} ist ein staubiges, feines Rosa, das sich wie eine Reise in die Vergangenheit anfühlt. Sein subtiler grau-beiger Einschlag nimmt ihm jede klebrige Süße und macht es zu einer reifen und eleganten Farbe. In Schlafzimmern oder Bädern schafft es eine unglaublich beruhigende, romantische Stimmung. Es vermittelt Nostalgie und Sanftheit, ganz wie das Aussehen von Trockenblumen. Es harmoniert prächtig mit Anthrazit oder Salbeigrün und bietet eine Vintage-Eleganz, die weich, feminin und absolut zeitlos wirkt.","INTERIOR_DESIGN, HERITAGE, BRANDING, FASHION, RESTORATION","DELICATE, WARM, VINTAGE, SOFT, ELEGANT"
"RAL 3015","Light pink","RAL 3015 {0} ist das klassische, weiche Rosa, das wir alle kennen – sauber, süß und jugendlich. Es ist die Farbe der Unschuld und Verspieltheit, was sie zur natürlichen Wahl für Kinderzimmer und Spielzeug macht. Im Gegensatz zu staubigen Tönen ist dieses Rosa frisch und klar. In modernem Design wird es oft genutzt, um minimalistischen Räumen einen sanften Farbtupfer zu verleihen, der das Licht wunderbar reflektiert. Eine sanfte, beruhigende Wahl für alle, die ein Gefühl von Helligkeit, Offenheit und unbeschwerter Frische in ihr Design bringen möchten.","WELLNESS, HOSPITALITY, NURSERIES, PRODUCT_DESIGN, LIFESTYLE","SOFT, CALM, FRESH, CLEAN, GENTLE"
"RAL 3016","Coral red","RAL 3016 {0} ist ein lebhaftes, sonnenverwöhntes Rot-Rosa mit einem starken orangefarbenen Kern. Es wirkt vital und aquatisch und bringt die Energie eines tropischen Riffs in jedes Projekt. Ein beliebter Ton für Sportmode und Outdoor-Möbel, da er sich gesund, jung und lebensfroh anfühlt. Er ist weniger aggressiv als Primärrot, aber deutlich temperamentvoller als ein schlichtes Orange. Kombinieren Sie ihn mit Türkis oder Weiß für einen maritimen Sommer-Vibe. Eine Farbe, die Vitalität und moderne Fröhlichkeit ausstrahlt.","BRANDING, FASHION, PRODUCT_DESIGN, SPORTSWEAR, PACKAGING","LIVELY, VIBRANT, PLAYFUL, WARM, MODERN"
"RAL 3017","Rose","RAL 3017 {0} ist ein mittleres Rosa mit einem warmen, fleischigen Herz – denken Sie an die Farbe einer tiefen Blüte oder schweren Satins. Es fühlt sich weich, aber dennoch präsent an und vermittelt Weiblichkeit und Geborgenheit. Im Produktdesign und in der Kosmetik wird es oft genutzt, um eine emotionale Anziehungskraft und Luxus auszudrücken. Es harmoniert prächtig mit warmen Hölzern und Cremetönen und schafft eine Atmosphäre, die ausdrucksstark, romantisch und willkommenheißend wirkt. Ein Klassiker für florale Wärme und hohe Qualität.","PRODUCT_DESIGN, COSMETICS, FURNITURE, INTERIOR_DESIGN, LIFESTYLE","ROMANTIC, SOFT, WARM, EXPRESSIVE, WELCOMING"
"RAL 3018","Strawberry red","RAL 3018 {0} ist ein helles, saftiges Rot-Rosa, das die Frische von Sommerfrüchten einfängt. Es sitzt fröhlich zwischen Rot und Rosa und bietet einen süßen, lebendigen Charakter, der positiv und appetitanregend wirkt. Für Kinderprodukte und Lebensmittelverpackungen ist es ein Favorit, da es spielerisch Aufmerksamkeit erregt. In Hochglanz wirkt es wie eine süße Nascherei. Es ist ein Freizeit-Rot – weit weg von harten Warnfarben – und vermittelt jugendliche Energie und eine heitere Süße, die man einfach nicht ignorieren kann.","PACKAGING, CHILDREN_S_PRODUCTS, BRANDING, LIFESTYLE, FASHION","PLAYFUL, BRIGHT, FRESH, SWEET, CHEERFUL"
"RAL 3020","Traffic red","RAL 3020 {0} ist der moderne König der Sichtbarkeit. Als hochintensiver Ton wurde er für Straßen, Stoppschilder und Schranken entwickelt. Er ist etwas heller und oranger als traditionelle Rottöne, was ihn unter allen Lichtbedingungen unmissverständlich macht. Er kommuniziert absolutes Verbot und sofortiges Handeln. In der Architektur ist er die erste Wahl für Leitsysteme, da er den höchstmöglichen Kontrast zur Umgebung bietet. Aggressiv, mutig und strikt funktional – der am schnellsten wahrnehmbare Ton seiner Farbfamilie.","SAFETY, TRANSPORTATION, SIGNAGE, INDUSTRIAL, INFRASTRUCTURE","BOLD, URGENT, VISIBLE, FUNCTIONAL, ASSERTIVE"
"RAL 3022","Salmon pink","RAL 3022 {0} ist ein weiches, warmes Rosa mit einem sanften orangen Einschlag, das die natürliche Farbe von Lachs imitiert. Es ist ein freundlicher, einladender Ton für Wellness-Bereiche und das Gastgewerbe, um eine friedliche, menschliche Atmosphäre zu schaffen. Es liefert ein schmeichelhaftes Licht, das jeden Raum gemütlich und gesund wirken lässt. Viel natürlicher als synthetische Rosatöne, bietet es eine nuancierte Wärme, die perfekt mit Grün oder Türkis harmoniert. Wenn Sie Ruhe und organische Fröhlichkeit suchen, ist dies Ihre Wahl.","INTERIOR_DESIGN, WELLNESS, PRODUCT_DESIGN, LIFESTYLE, HOSPITALITY","SOFT, WARM, WELCOMING, CALM, FRIENDLY"
"RAL 3024","Luminous red","RAL 3024 {0} ist ein technisches Leuchtrot für den Ernstfall. Es enthält Pigmente, die im Tageslicht fast zu glühen scheinen, weshalb es der Standard für Feuerwehrfahrzeuge und Markierungen in Gefahrenzonen ist. Es ist intensiv hell und wirkt fast chemisch, wobei es die Sichtbarkeit über jede Ästhetik stellt. Es vermittelt extreme Dringlichkeit und ist in kritischen Zonen unverzichtbar, um sicherzustellen, dass Rettungsgeräte sofort gesehen werden. Ein funktionales Werkzeug für höchste visuelle Wachsamkeit.","EMERGENCY_SERVICES, SIGNAGE, SAFETY, INDUSTRIAL, TRANSPORTATION","FLUORESCENT, URGENT, BOLD, VISIBLE, FUNCTIONAL"
"RAL 3026","Luminous bright red","Stellen Sie sich RAL 3026 {0} als den Champion der Sichtbarkeit vor. Dies ist kein Farbton für das Wohnzimmer, sondern ein intensives, fluoreszierendes Kraftpaket für die Sicherheit auf See und im Rettungswesen. Da es Pigmente enthält, die im Tageslicht fast leuchten, erzeugt es eine visuelle Vibration, die selbst durch Nebel und schlechtes Licht schneidet. Die ultimative Wahl für Notfallmarkierungen und Kontraste, wo Gesehenwerden über Leben und Tod entscheidet. Es versprüht eine synthetische, dringliche Energie, die sofortige Aufmerksamkeit verlangt.","MARITIME_SAFETY, EMERGENCY_MARKINGS, RESCUE_GEAR, TEMPORARY_SIGNAGE, PPE","FLUORESCENT, VIBRATING, MARITIME, URGENT, HIGH_CONTRAST"
"RAL 3027","Raspberry red","RAL 3027 {0} ist ein sattes, kühles Rot-Rosa mit einem saftigen, beerenartigen Charakter. Es wirkt lebhaft und modern, weshalb es ein Liebling in der Welt der Mode, Kosmetik und hochwertigen Autolacke ist. Es balanciert eine starke Energie mit einer anspruchsvollen weiblichen Note. Schwerer als ein typisches Rosa, aber leichter als ein dunkles Rot, vermittelt es Selbstbewusstsein und Frische. Kombiniert mit Silber oder Schwarz entsteht ein Lifestyle-Look, der reich, energetisch und unbestreitbar modern wirkt.","FASHION, COSMETICS, PRODUCT_DESIGN, LIFESTYLE, BRANDING","VIBRANT, MODERN, CONFIDENT, FRESH, FEMININE"
"RAL 3028","Pure red","RAL 3028 {0} ist ein ehrliches, kräftiges Rot ohne jegliche Komplexität – es ist einfach durch und durch Rot. Es wurde für die Schifffahrt und Navigationshilfen eingeführt, weil es so klar und unmissverständlich ist. Im Automotive-Bereich und beim Branding signalisiert es moderne Macht und entschlossenes Handeln. Es ist hochenergetisch und wird niemals matschig. Nutzen Sie diesen Ton, wenn Sie eine klare Botschaft senden wollen, die für moderne Kraft und eine geradlinige, mutige Richtung steht. Ein Standard für höchste Klarheit.","AUTOMOTIVE, BRANDING, SIGNAGE, PRODUCT_DESIGN, INTERIORS","BOLD, CLEAR, ENERGETIC, MODERN, ASSERTIVE"
"RAL 3031","Orient red","RAL 3031 {0} ist ein tiefes, warmes Rotbraun, das reich und kulturell verwurzelt wirkt, ganz wie traditionelle Lackarbeiten. Es vermittelt ein Gefühl von Geschichte, Qualität und feiner Handwerkskunst. Es ist dunkler und gesetzter als Verkehrsrot, was es zum Favoriten für hochwertiges Branding macht. Es suggeriert Tradition und Eleganz und bietet eine visuelle Tiefe, die beständig und geerdet wirkt. Die perfekte Wahl für Marken oder Räume, die eine exotische, anspruchsvolle Reichhaltigkeit suchen.","ARCHITECTURE, CULTURAL, RESTORATION, PRODUCT_DESIGN, FURNITURE","RICH, WARM, TRADITIONAL, ELEGANT, EARTHY"
"RAL 3032","Pearl ruby red","RAL 3032 {0} zeigt Rot von seiner glanzvollsten Seite. Es ist ein tiefes Rubinrot mit einem metallischen Perlglanz, der für außergewöhnliche Tiefe sorgt. Wenn das Licht darüber wandert, funkeln Highlights auf, die an einen echten Edelstein erinnern. Eine erstklassige Wahl für Autolacke und Luxusverpackungen, da es Prestige und ein mutiges Statement vereint. Es verleiht jeder Oberfläche eine dynamische, schimmernde Qualität und ist perfekt für alle, die satte Farbe mit einem luxuriösen, modernen Funkeln kombinieren möchten.","AUTOMOTIVE, LUXURY_GOODS, BRANDING, ARCHITECTURE, PRODUCT_DESIGN","LUXURIOUS, BOLD, REFINED, RICH, DYNAMIC"
"RAL 3033","Pearl pink","RAL 3033 {0} ist ein einzigartiges Metallic-Rosa, das wie ein Blick in die Zukunft wirkt. Es mischt einen weichen Rosaton mit einem subtilen silbernen Schimmer, was eine Oberfläche schafft, die gleichzeitig zart und technologisch wirkt. Man findet es oft an hochwertiger Elektronik oder Autodetails, wo moderne Weiblichkeit und Innovation gefragt sind. Es fühlt sich kostbar und verfeinert an. Die ideale Wahl für Produkte, die Eleganz und einen sehr modernen, technoiden Chic signalisieren wollen.","AUTOMOTIVE, PRODUCT_DESIGN, FASHION, BRANDING, INTERIORS","DELICATE, REFINED, MODERN, ELEGANT, SOFT"
"RAL 4001","Red lilac","RAL 4001 {0} ist ein sanftes, gedecktes Violett mit einem warmen, rötlichen Herz. Es fängt das nostalgische Gefühl blühender Fliederbüsche ein, wirkt aber durch seinen Rosastich viel nahbarer als kühlere Violetttöne. Es ist eine klassische Wahl für romantisches Innendesign, da es Raffinesse ohne Übertreibung vermittelt. Sowohl matt als auch glänzend bleibt es dezent und zurückhaltend. Wunderbar für Kinderzimmer oder Restaurationen, in denen eine sanfte Romantik und eine ruhige, Vintage-inspirierte Gelassenheit gefragt sind.","INTERIOR_DESIGN, RESTORATION, FURNITURE, PRODUCT_DESIGN, CULTURAL","SOFT, REFINED, MUTED, VINTAGE, CALM"
"RAL 4002","Red violet","RAL 4002 {0} ist ein reiches, intensives Rotviolett, das vor Energie und Kreativität nur so strotzt. Es ähnelt einem tiefen Magenta und ist in der Werbung beliebt für seinen mutigen, unangepassten Charakter. In glänzenden Oberflächen entfaltet es einen anspruchsvollen Flair für Technik und Premium-Verpackungen. Es ist eine Farbe, die die Fantasie anregt und den Blick fängt – ein Symbol für moderne Energie und eine kreative Distinktion, die man schlichtweg nicht übersehen kann.","AUTOMOTIVE, PACKAGING, BRANDING, PRODUCT_DESIGN, INTERIORS","RICH, CREATIVE, ELEGANT, BOLD, REFINED"
"RAL 4003","Heather violet","RAL 4003 {0} ist ein lebhaftes Pink-Violett, das pure Jugendlichkeit und Spaß ausstrahlt. Ein lauter, ausdrucksstarker Ton, der an blühende Heide erinnert. Man findet ihn oft in der Kosmetik oder bei verspielten Produkten, wo optische Schlagkraft das Ziel ist. Er besitzt eine hohe Sättigung und ein selbstbewusstes, florales Herz. Viel energetischer als ein zartes Flieder, ist dies die perfekte Wahl für kreative Umgebungen, die eine lebhafte, fast Pop-Art-ähnliche Energie versprühen wollen.","COSMETICS, FASHION, PRODUCT_DESIGN, BRANDING, INTERIORS","PLAYFUL, EXPRESSIVE, VIBRANT, CREATIVE, YOUTHFUL"
"RAL 4004","Claret violet","RAL 4004 {0} ist ein dunkles, weinfarbenes Violett, das sich aristokratisch und unglaublich anspruchsvoll anfühlt. Ein tiefer, reicher Schatten – denken Sie an Samt oder ein Glas schweren Rotwein. Durch seinen braun-violetten Kern vermittelt er Wohlstand, Erbe und Exklusivität. Sie finden ihn an Luxusautos, historischer Architektur und im Premium-Branding. Er schluckt das Licht und wirkt im Schatten fast schwarz, nur um in der Sonne seine prachtvolle Tiefe zu zeigen. Ideal für einen Look, der elegant und klassisch wertvoll ist.","ARCHITECTURE, LUXURY_GOODS, INTERIORS, FURNITURE, CULTURAL","ELEGANT, DEEP, CLASSIC, WARM, MATURE"
"RAL 4005","Blue lilac","RAL 4005 {0} ist ein kühler, luftiger Lavendelton, der sowohl modern als auch spirituell wirkt. Durch seinen deutlichen Blauanteil ist er viel beruhigender als rötliche Violetttöne. Eine fantastische Wahl für Wellness-Bereiche oder minimalistische Räume, um eine Atmosphäre von Stille und zeitgemäßer Kreativität zu schaffen. In der Markenwelt steht er für Weisheit und eine offene Ästhetik. Ein sauberer, feiner Ton, der niemals matschig wirkt und hervorragend mit kühlen Grautönen oder Weiß harmoniert.","INTERIOR_DESIGN, WELLNESS, PRODUCT_DESIGN, BRANDING, LIFESTYLE","CALM, SOFT, CREATIVE, MODERN, SOOTHING"
"RAL 4006","Traffic purple","RAL 4006 {0} ist ein kräftiges, markantes Violett, das für moderne Energie und visuelle Priorität steht. In der Industrie dient es als Warnfarbe, aber in der Welt von Mode und Design repräsentiert es einen mutigen, unangepassten Geist. Es ist entschlossen, synthetisch und dominierend. Nutzen Sie es als kontraststarken Akzent, um jugendliche Dynamik zu signalisieren. Ein polarisierender, aber mächtiger Ton für alle Designs, die mit Traditionen brechen und kreatives Selbstbewusstsein zeigen wollen.","BRANDING, SIGNAGE, FASHION, PRODUCT_DESIGN, INTERIORS","BOLD, EXPRESSIVE, VIBRANT, MODERN, CREATIVE"
